date,channel,direction,assets_in,assets_out,unresolved,desc
2025-01-15,fa_minor,in,Roniel Paulino,,0,Milwaukee Brewers signed free agent C Roniel Paulino to a minor league contract.
2025-01-15,fa_minor,in,Leonard Rijo,,0,Milwaukee Brewers signed free agent SS Leonard Rijo to a minor league contract.
2025-01-15,fa_minor,in,Matthew Moses,,0,Milwaukee Brewers signed free agent SS Matthew Moses to a minor league contract.
2025-01-15,fa_minor,in,Manuel Castro,,0,Milwaukee Brewers signed free agent SS Manuel Castro to a minor league contract.
2025-01-16,fa_minor,in,Abdiel Mendoza,,0,Milwaukee Brewers signed free agent RHP Abdiel Mendoza to a minor league contract.
2025-01-16,fa_minor,in,Jorge Alfaro,,0,Milwaukee Brewers signed free agent C Jorge Alfaro to a minor league contract and invited him to spring training.
2025-01-17,fa_major,in,Elvin Rodríguez,,0,Milwaukee Brewers signed free agent RHP Elvin Rodriguez.
2025-01-21,fa_minor,in,Jesús Liranzo,,0,Milwaukee Brewers signed free agent RHP Jesús Liranzo to a minor league contract.
2025-02-03,fa_minor,in,Tyler Jay,,0,Milwaukee Brewers signed free agent LHP Tyler Jay to a minor league contract and invited him to spring training.
2025-02-12,fa_major,in,Tyler Alexander,,0,Milwaukee Brewers signed free agent LHP Tyler Alexander.
2025-02-15,fa_minor,in,Josh Maciejewski,,0,Milwaukee Brewers signed free agent LHP Josh Maciejewski to a minor league contract.
2025-02-23,fa_minor,in,Manuel Margot,,0,Milwaukee Brewers signed free agent LF Manuel Margot to a minor league contract and invited him to spring training.
2025-02-24,fa_minor,in,Mark Canha,,0,Milwaukee Brewers signed free agent 1B Mark Canha to a minor league contract and invited him to spring training.
2025-03-05,fa_minor,in,Gustavo Garcia,,0,Milwaukee Brewers signed free agent RHP Gustavo Garcia to a minor league contract.
2025-03-05,fa_major,in,Jose Quintana,,0,Milwaukee Brewers signed free agent LHP Jose Quintana.
2025-03-18,fa_minor,in,Brailin Aguirrez,,0,Milwaukee Brewers signed free agent RHP Brailin Aguirrez to a minor league contract.
2025-03-22,trade,both,,Mark Canha,1,Milwaukee Brewers traded 1B Mark Canha to Kansas City Royals.
2025-03-26,fa_minor,in,Ty Duvall,,0,Milwaukee Brewers signed free agent C Ty Duvall to a minor league contract.
2025-03-28,trade,both,,Brewer Hicklen,1,Milwaukee Brewers traded RF Brewer Hicklen to Detroit Tigers for cash.
2025-04-07,trade,both,Daz Cameron,Grant Wolfram,2,Baltimore Orioles traded LF Daz Cameron and cash to Milwaukee Brewers for LHP Grant Wolfram.
2025-04-07,trade,both,Quinn Priester,Yophery Rodriguez,2,"Boston Red Sox traded RHP Quinn Priester to Milwaukee Brewers for CF Yophery Rodriguez, Player To Be Named Later and Draft Pick."
2025-04-14,fa_minor,in,Jesus Molina,,0,Milwaukee Brewers signed free agent RHP Jesus Molina to a minor league contract.
2025-04-14,fa_minor,in,Albert Vargas,,0,Milwaukee Brewers signed free agent RHP Albert Vargas to a minor league contract.
2025-04-21,trade,both,Cesar Espinal,,0,Kansas City Royals traded RHP Cesar Espinal to Milwaukee Brewers.
2025-04-22,fa_minor,in,Steven Duran,,0,Milwaukee Brewers signed free agent RHP Steven Duran to a minor league contract.
2025-05-05,trade,both,,Evan McKendry,1,Milwaukee Brewers traded RHP Evan McKendry to Chicago White Sox for cash.
2025-05-05,trade,both,,John Holobetz,0,Milwaukee Brewers traded RHP John Holobetz to Boston Red Sox. PTBNL from 4/7 Quinn Priester trade.
2025-05-10,fa_minor,in,Bobby Dalbec,,0,Milwaukee Brewers signed free agent 1B Bobby Dalbec to a minor league contract.
2025-05-15,fa_minor,in,Eddie Rosario,,0,Milwaukee Brewers signed free agent OF Eddie Rosario to a minor league contract.
2025-05-15,waiver_loss,out,,Vinny Capra,0,Chicago White Sox claimed 3B Vinny Capra off waivers from Milwaukee Brewers.
2025-05-16,trade,both,Rob Zastryzny,,1,New York Yankees traded LHP Rob Zastryzny to Milwaukee Brewers for cash.
2025-05-27,fa_minor,in,Bryan Regalado,,0,Milwaukee Brewers signed free agent RHP Bryan Regalado to a minor league contract.
2025-06-06,passive_loss,out,,Tyler Alexander,0,Milwaukee Brewers released LHP Tyler Alexander.
2025-06-08,waiver_claim,in,Drew Avans,,0,Milwaukee Brewers claimed LF Drew Avans off waivers from Athletics.
2025-06-12,fa_minor,in,Fausto Barreras,,0,Milwaukee Brewers signed free agent RHP Fausto Barreras to a minor league contract.
2025-06-12,fa_minor,in,Derlin Garcia,,0,Milwaukee Brewers signed free agent RHP Derlin Garcia to a minor league contract.
2025-06-13,trade,both,Andrew Vaughn,Aaron Civale,1,Chicago White Sox traded 1B Andrew Vaughn to Milwaukee Brewers for RHP Aaron Civale and cash.
2025-06-16,fa_minor,in,Nick DeCarlo,,0,Milwaukee Brewers signed free agent RHP Nick DeCarlo to a minor league contract.
2025-06-19,fa_minor,in,Chang Tzu-Chun Lin,,0,Milwaukee Brewers signed free agent RHP Chang Tzu-Chun Lin to a minor league contract.
2025-06-19,trade,both,,Wes Clarke,1,Milwaukee Brewers traded 1B Wes Clarke to Houston Astros for cash.
2025-06-23,fa_minor,in,Yu-Lin Liao,,0,Milwaukee Brewers signed free agent 3B Yu-Lin Liao to a minor league contract.
2025-07-09,trade,both,Steward Berroa,,1,Los Angeles Dodgers traded RF Steward Berroa to Milwaukee Brewers for cash.
2025-07-16,waiver_loss,out,,Elvin Rodríguez,0,Baltimore Orioles claimed RHP Elvin Rodriguez off waivers from Milwaukee Brewers.
2025-07-16,waiver_loss,out,,Elvin Rodríguez,0,Baltimore Orioles claimed RHP Elvin Rodriguez off waivers from Milwaukee Brewers.
2025-07-17,trade,both,Andrick Nava,,1,Philadelphia Phillies traded C Andrick Nava to Milwaukee Brewers for cash.
2025-07-19,fa_minor,in,Bruce Zimmermann,,0,Milwaukee Brewers signed free agent LHP Bruce Zimmermann to a minor league contract.
2025-07-19,signed_other,in,Brady Ebel,,0,Milwaukee Brewers signed SS Brady Ebel.
2025-07-21,signed_other,in,Josiah Ragsdale,,0,Milwaukee Brewers signed OF Josiah Ragsdale.
2025-07-21,signed_other,in,Sean Episcope,,0,Milwaukee Brewers signed RHP Sean Episcope.
2025-07-22,fa_minor,in,Malachai Halterman,,0,Milwaukee Brewers signed free agent OF Malachai Halterman to a minor league contract.
2025-07-23,signed_other,in,Jacob Morrison,,0,Milwaukee Brewers signed RHP Jacob Morrison.
2025-07-23,signed_other,in,Andrew Fischer,,0,Milwaukee Brewers signed 3B Andrew Fischer.
2025-07-23,signed_other,in,Joshua Flores,,0,Milwaukee Brewers signed RHP Joshua Flores.
2025-07-23,signed_other,in,Andrew Healy,,0,Milwaukee Brewers signed LHP Andrew Healy.
2025-07-24,signed_other,in,Braylon Owens,,0,Milwaukee Brewers signed RHP Braylon Owens.
2025-07-24,signed_other,in,Hayden Vucinovich,,0,Milwaukee Brewers signed RHP Hayden Vucinovich.
2025-07-24,signed_other,in,Frank Cairone,,0,Milwaukee Brewers signed LHP Frank Cairone.
2025-07-24,signed_other,in,J.D. Thompson,,0,Milwaukee Brewers signed LHP J.D. Thompson.
2025-07-24,signed_other,in,Rylan Mills,,0,Milwaukee Brewers signed C Rylan Mills.
2025-07-24,signed_other,in,Daniel Dickinson,,0,Milwaukee Brewers signed SS Daniel Dickinson.
2025-07-25,fa_minor,in,Tanner Perry,,0,Milwaukee Brewers signed free agent RHP Tanner Perry to a minor league contract.
2025-07-25,fa_minor,in,Caleb Nieman,,0,Milwaukee Brewers signed free agent RHP Caleb Nieman to a minor league contract.
2025-07-25,fa_minor,in,Peyton Niksch,,0,Milwaukee Brewers signed free agent RHP Peyton Niksch to a minor league contract.
2025-07-25,fa_minor,in,Thomas Conrad,,0,Milwaukee Brewers signed free agent RHP Thomas Conrad to a minor league contract.
2025-07-25,fa_minor,in,Jarrette Bonet,,0,Milwaukee Brewers signed free agent RHP Jarrette Bonet to a minor league contract.
2025-07-28,signed_other,in,Chase Bentley,,0,Milwaukee Brewers signed RHP Chase Bentley.
2025-07-28,signed_other,in,Luke Roupe,,0,Milwaukee Brewers signed RHP Luke Roupe.
2025-07-28,signed_other,in,Ma'Kale Holden,,0,Milwaukee Brewers signed RHP Ma'Kale Holden.
2025-07-28,signed_other,in,CJ Hughes,,0,Milwaukee Brewers signed SS CJ Hughes.
2025-07-28,trade,both,Danny Jansen,Jadher Areinamo,1,Tampa Bay Rays traded C Danny Jansen and cash to Milwaukee Brewers for 2B Jadher Areinamo.
2025-07-29,fa_minor,in,Michael Fowler,,0,Milwaukee Brewers signed free agent RHP Michael Fowler to a minor league contract.
2025-07-31,trade,both,Brandon Lockridge,Jorge Quintana; Nestor Cortes,1,"Milwaukee Brewers traded LHP Nestor Cortes, SS Jorge Quintana and cash to San Diego Padres for LF Brandon Lockridge."
2025-07-31,trade,both,Jordan Montgomery; Shelby Miller,,1,Arizona Diamondbacks traded RHP Shelby Miller and LHP Jordan Montgomery to Milwaukee Brewers for Player To Be Named Later.
2025-08-03,waiver_loss,out,,Bryan Hudson,0,Chicago White Sox claimed LHP Bryan Hudson off waivers from Milwaukee Brewers.
2025-08-03,waiver_loss,out,,Elvis Peguero,0,Chicago White Sox claimed RHP Elvis Peguero off waivers from Milwaukee Brewers.
2025-08-04,trade,both,Austin Roberts,,1,Miami Marlins traded RHP Austin Roberts to Milwaukee Brewers for cash.
2025-08-07,fa_minor,in,Raúl Alcantara,,0,Milwaukee Brewers signed free agent LHP Raúl Alcantara to a minor league contract.
2025-08-09,fa_minor,in,Travis MacGregor,,0,Milwaukee Brewers signed free agent RHP Travis MacGregor to a minor league contract.
2025-08-12,fa_minor,in,Julian Merryweather,,0,Milwaukee Brewers signed free agent RHP Julian Merryweather to a minor league contract.
2025-08-20,fa_minor,in,Tucker Davidson,,0,Milwaukee Brewers signed free agent LHP Tucker Davidson to a minor league contract.
2025-08-22,fa_minor,in,Nick Monile,,0,Milwaukee Brewers signed free agent OF Nick Monile to a minor league contract.
2025-08-27,fa_major,in,Erick Fedde,,0,Milwaukee Brewers signed free agent RHP Erick Fedde.
2025-09-01,fa_minor,in,Luis Urías,,0,Milwaukee Brewers signed free agent 2B Luis Urías to a minor league contract.
2025-09-22,waiver_loss,out,,Joel Payamps,0,Atlanta Braves claimed RHP Joel Payamps off waivers from Milwaukee Brewers.
2025-10-22,waiver_claim,in,Sammy Peralta,,0,Milwaukee Brewers claimed LHP Sammy Peralta off waivers from Los Angeles Angels.
2025-11-02,passive_loss,out,,Jordan Montgomery,0,LHP Jordan Montgomery elected free agency.
2025-11-02,passive_loss,out,,Shelby Miller,0,RHP Shelby Miller elected free agency.
2025-11-03,passive_loss,out,,Danny Jansen,0,C Danny Jansen elected free agency.
2025-11-03,passive_loss,out,,Brandon Woodruff,0,RHP Brandon Woodruff elected free agency.
2025-11-04,passive_loss,out,,Jose Quintana,0,LHP Jose Quintana elected free agency.
2025-11-04,passive_loss,out,,Rhys Hoskins,0,1B Rhys Hoskins elected free agency.
2025-11-10,fa_minor,in,Jesus Vasquez,,0,Milwaukee Brewers signed free agent RHP Jesus Vasquez to a minor league contract.
2025-11-11,fa_minor,in,Eddys Leonard,,0,Milwaukee Brewers signed free agent SS Eddys Leonard to a minor league contract.
2025-11-18,fa_major,in,Brandon Woodruff,,0,Milwaukee Brewers signed free agent RHP Brandon Woodruff.
2025-11-25,fa_minor,in,Hansel Rincon,,0,Milwaukee Brewers signed free agent RHP Hansel Rincon to a minor league contract.
2025-12-05,fa_minor,in,Alejandro Bustamante,,0,Milwaukee Brewers signed free agent RHP Alejandro Bustamante to a minor league contract.
2025-12-10,rule5_minors,out,,Nate Peterson,0,"Cincinnati Reds purchased contract of LHP Nate Peterson  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,out,,Garrett Spain,0,"Minnesota Twins purchased contract of RF Garrett Spain  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,out,,Hedbert Perez,0,"Toronto Blue Jays purchased contract of LF Hedbert Perez  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,out,,Hansel Rincon,0,"New York Yankees purchased contract of RHP Hansel Rincon  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,in,Cole Phillips,,0,"Milwaukee Brewers purchased contract of RHP Cole Phillips  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,out,,Caden Vire,0,"Boston Red Sox purchased contract of LHP Caden Vire  in the Rule 5 Draft, AAA Phase."
2025-12-10,rule5_minors,out,,Zavier Warren,0,"Cincinnati Reds purchased contract of 1B Zavier Warren  in the Rule 5 Draft, AAA Phase."
2025-12-11,fa_minor,in,Dasan Brown,,0,Milwaukee Brewers signed free agent CF Dasan Brown to a minor league contract.
2025-12-11,fa_minor,in,Greg Jones,,0,Milwaukee Brewers signed free agent RF Greg Jones to a minor league contract.
2025-12-11,fa_major,in,Akil Baddoo,,0,Milwaukee Brewers signed free agent LF Akil Baddoo.
2025-12-12,fa_minor,in,Adrian Bello,,0,Milwaukee Brewers signed free agent RHP Adrian Bello to a minor league contract.
2025-12-12,fa_minor,in,Wilmer Duarte,,0,Milwaukee Brewers signed free agent RHP Wilmer Duarte to a minor league contract.
2025-12-14,trade,both,Angel Zerpa,Isaac Collins; Nick Mears,0,Milwaukee Brewers traded LF Isaac Collins and RHP Nick Mears to Kansas City Royals for LHP Angel Zerpa.
2025-12-17,fa_minor,in,Drew Rom,,0,Milwaukee Brewers signed free agent LHP Drew Rom to a minor league contract.
2025-12-25,fa_minor,in,Gerson Garabito,,0,Milwaukee Brewers signed free agent RHP Gerson Garabito to a minor league contract.
2026-01-10,fa_minor,in,Greg Jones,,0,Milwaukee Brewers signed free agent RF Greg Jones to a minor league contract and invited him to spring training.
2026-01-15,fa_minor,in,José Rodríguez,,0,Milwaukee Brewers signed free agent SS Jose Rodriguez to a minor league contract.
2026-01-15,fa_minor,in,Diego Frontado,,0,Milwaukee Brewers signed free agent SS Diego Frontado to a minor league contract.
2026-01-15,fa_minor,in,Manny De Los Santos,,0,Milwaukee Brewers signed free agent OF Manny De Los Santos to a minor league contract.
2026-01-15,fa_minor,in,Osiris Ramirez,,0,Milwaukee Brewers signed free agent 2B Osiris Ramirez to a minor league contract.
2026-01-15,fa_minor,in,Leanders Matos,,0,Milwaukee Brewers signed free agent SS Leanders Matos to a minor league contract.
2026-01-15,fa_minor,in,Alexander Mercedes,,0,Milwaukee Brewers signed free agent LHP Alexander Mercedes to a minor league contract.
2026-01-15,fa_minor,in,Angeni Fernandez,,0,Milwaukee Brewers signed free agent SS Angeni Fernandez to a minor league contract.
2026-01-15,fa_minor,in,Enrique Lovera,,0,Milwaukee Brewers signed free agent OF Enrique Lovera to a minor league contract.
2026-01-15,fa_minor,in,Sebastian Franeites,,0,Milwaukee Brewers signed free agent C Sebastian Franeites to a minor league contract.
2026-01-15,fa_minor,in,Daniel Munoz,,0,Milwaukee Brewers signed free agent RHP Daniel Munoz to a minor league contract.
2026-01-15,fa_minor,in,Ricki Moneys,,0,Milwaukee Brewers signed free agent SS Ricki Moneys to a minor league contract.
2026-01-15,fa_minor,in,Josue Rodriguez,,0,Milwaukee Brewers signed free agent SS Josue Rodriguez to a minor league contract.
2026-01-15,fa_minor,in,Jean Rivero,,0,Milwaukee Brewers signed free agent RHP Jean Rivero to a minor league contract.
2026-01-15,fa_minor,in,Miguel Andrade,,0,Milwaukee Brewers signed free agent RHP Miguel Andrade to a minor league contract.
2026-01-15,fa_minor,in,Marcos Veras,,0,Milwaukee Brewers signed free agent RHP Marcos Veras to a minor league contract.
2026-01-15,fa_minor,in,Francisco De Marchena,,0,Milwaukee Brewers signed free agent C Francisco De Marchena to a minor league contract.
2026-01-15,fa_minor,in,Jordy Brache,,0,Milwaukee Brewers signed free agent RHP Jordy Brache to a minor league contract.
2026-01-15,fa_minor,in,Moises Salazar,,0,Milwaukee Brewers signed free agent C Moises Salazar to a minor league contract.
2026-01-15,fa_minor,in,Santiago Garcia,,0,Milwaukee Brewers signed free agent SS Santiago Garcia to a minor league contract.
2026-01-15,fa_minor,in,Diego Trillo,,0,Milwaukee Brewers signed free agent RHP Diego Trillo to a minor league contract.
2026-01-15,fa_minor,in,Joan Gonzalez,,0,Milwaukee Brewers signed free agent RHP Joan Gonzalez to a minor league contract.
2026-01-15,fa_minor,in,Ruben Revost,,0,Milwaukee Brewers signed free agent SS Ruben Revost to a minor league contract.
2026-01-21,trade,both,Brandon Sproat; Jett Williams,Freddy Peralta; Tobias Myers,0,Milwaukee Brewers traded RHP Freddy Peralta and RHP Tobias Myers to New York Mets for RHP Brandon Sproat and SS Jett Williams.
2026-01-28,fa_minor,in,Reese McGuire,,0,Milwaukee Brewers signed free agent C Reese McGuire to a minor league contract and invited him to spring training.
2026-01-29,fa_minor,in,Jacob Waguespack,,0,Milwaukee Brewers signed free agent RHP Jacob Waguespack to a minor league contract and invited him to spring training.
2026-02-03,fa_minor,in,Jacob Hurtubise,,0,Milwaukee Brewers signed free agent LF Jacob Hurtubise to a minor league contract.
2026-02-04,fa_minor,in,Jordyn Adams,,0,Milwaukee Brewers signed free agent CF Jordyn Adams to a minor league contract.
2026-02-09,fa_minor,in,Peter Strzelecki,,0,Milwaukee Brewers signed free agent RHP Peter Strzelecki to a minor league contract and invited him to spring training.
2026-02-09,trade,both,David Hamilton; Kyle Harrison; Shane Drohan,Andruw Monasterio; Anthony Seigler; Caleb Durbin,1,"Boston Red Sox traded LHP Kyle Harrison, LHP Shane Drohan and 2B David Hamilton to Milwaukee Brewers for 3B Caleb Durbin, SS Andruw Monasterio, 2B Anthony Seigler and Future Considerations."
2026-02-12,fa_minor,in,Joe Corbett,,0,Milwaukee Brewers signed free agent RHP Joe Corbett to a minor league contract.
2026-02-14,fa_major,in,Gary Sánchez,,0,Milwaukee Brewers signed free agent C Gary Sánchez.
2026-02-16,fa_major,in,Luis Rengifo,,0,Milwaukee Brewers signed free agent 3B Luis Rengifo.
2026-03-24,trade,both,Jake Woodford,K.C. Hunt,1,Tampa Bay Rays traded RHP Jake Woodford to Milwaukee Brewers for RHP K.C. Hunt and cash.
2026-03-27,trade,both,Damon Keith,,0,Los Angeles Dodgers traded RF Damon Keith to Milwaukee Brewers.
2026-03-30,trade,both,Luis Matos,,1,San Francisco Giants traded RF Luis Matos to Milwaukee Brewers for cash.
2026-04-04,waiver_loss,out,,Sammy Peralta,0,Colorado Rockies claimed LHP Sammy Peralta off waivers from Milwaukee Brewers.
2026-04-08,trade,both,,Steward Berroa,1,Milwaukee Brewers traded RF Steward Berroa to Philadelphia Phillies for cash.
2026-04-09,fa_minor,in,Reiss Knehr,,0,Milwaukee Brewers signed free agent RHP Reiss Knehr to a minor league contract.
2026-04-15,trade,both,Junior Fernández,,0,Arizona Diamondbacks traded RHP Junior Fernández to Milwaukee Brewers.
2026-04-17,fa_minor,in,Jesus Mancera,,0,Milwaukee Brewers signed free agent OF Jesus Mancera to a minor league contract.
2026-04-22,fa_minor,in,Mark Coley II,,0,Milwaukee Brewers signed free agent OF Mark Coley II to a minor league contract.
2026-04-24,fa_minor,in,Josue Jean,,0,Milwaukee Brewers signed free agent Josue Jean to a minor league contract.
2026-05-10,fa_minor,in,Jacob Waguespack,,0,Milwaukee Brewers signed free agent RHP Jacob Waguespack to a minor league contract.
2026-05-15,fa_minor,in,Jefrey Etienne,,0,Milwaukee Brewers signed free agent RHP Jefrey Etienne to a minor league contract.
2026-05-26,fa_minor,in,Manuel Davila,,0,Milwaukee Brewers signed free agent RHP Manuel Davila to a minor league contract.
2026-05-27,fa_minor,in,Noel Cepeda,,0,Milwaukee Brewers signed free agent LHP Noel Cepeda to a minor league contract.
2026-05-28,fa_minor,in,Yancarlos Vasquez,,0,Milwaukee Brewers signed free agent RHP Yancarlos Vasquez to a minor league contract.
2026-05-28,fa_minor,in,Bryce Schaum,,0,Milwaukee Brewers signed free agent RHP Bryce Schaum to a minor league contract.
2026-05-28,fa_minor,in,Deivy Gonzalez,,0,Milwaukee Brewers signed free agent RHP Deivy Gonzalez to a minor league contract.
2026-06-06,trade,both,Joel Kuhnel,,1,Athletics traded RHP Joel Kuhnel to Milwaukee Brewers for cash.
2026-06-10,fa_minor,in,Lyon Richardson,,0,Milwaukee Brewers signed free agent RHP Lyon Richardson to a minor league contract.
2026-06-10,trade,both,,Jacob Waguespack,0,Milwaukee Brewers traded RHP Jacob Waguespack to Detroit Tigers.
2026-06-23,passive_loss,out,,Luis Rengifo,0,Milwaukee Brewers released 3B Luis Rengifo.
2026-06-24,fa_minor,in,Peter Strzelecki,,0,Milwaukee Brewers signed free agent RHP Peter Strzelecki to a minor league contract.
2026-07-10,fa_major,in,Bryse Wilson,,0,Milwaukee Brewers signed free agent RHP Bryse Wilson.
2026-07-12,trade,both,Braden Shewmake,,0,Houston Astros traded SS Braden Shewmake to Milwaukee Brewers.
2026-07-14,trade,both,,Easton McGee,1,Milwaukee Brewers traded RHP Easton McGee to Kansas City Royals for cash.
2026-07-15,trade,both,Colton Gordon; Lance McCullers Jr.,Jadyn Fielder,1,"Houston Astros traded RHP Lance McCullers Jr., LHP Colton Gordon and cash to Milwaukee Brewers for OF Jadyn Fielder."
2026-07-16,signed_other,in,Ryan Oshinskie,,0,Milwaukee Brewers signed RHP Ryan Oshinskie.
2026-07-17,signed_other,in,Trey Ebel,,0,Milwaukee Brewers signed SS Trey Ebel.
